"PlayerID","Jersey","FirstName","LastName","Age","Experience","Height","Weight","Position","city","mascot","Overall","Strength","Agility","Arm","Speed","Hands","Intelligence","Accuracy","RunBlocking","PassBlocking","Tackling","Endurance","KickDistance","KickAccuracy","trait1","Leadership","WorkEthic","Competitiveness","TeamPlayer","Sportsmanship","SocialDisposition","Money","Security","Loyalty","Winning","PlayingTime","CloseToHome","MarketSize","Morale","QB","RB","FB","WR","TE","G","T","C","P","K","DT","DE","LB","CB","SS","FS","1989","1990","1991","1992","1993","1994"
"1934","61","Mike","Baab","30","4","76","270","C",NULL,NULL,"82","80","39","1","52","22","57","1","86","72","47","65","1","1",NULL,"63","63","48","88","50","42","84","37","34","40","91","46","65","19","1","1","1","1","1","25","20","87","1","1","1","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL
"1937","90","Todd","Shell","27","4","76","225","LB","Minnesota","Vikings","84","64","73","1","74","48","64","1","1","1","80","76","1","1",NULL,"72","65","70","93","77","74","73","34","34","48","82","33","30","30","1","1","1","1","1","1","1","1","1","1","1","7","100","1","12","1","6300000","6300000",NULL,NULL,NULL,NULL
"1938","22","Dwight","Hicks","33","4","73","190","CB",NULL,NULL,"82","41","88","1","77","55","50","1","1","1","41","68","1","3",NULL,"83","90","64","87","76","61","98","33","42","44","72","39","50","92","1","1","1","1","1","1","1","1","1","1","1","1","1","84","27","32","0","0","0","0","0","0"
"1939","24","Mike","Prior","26","4","72","208","FS","Virginia","Destroyers","85","58","65","1","84","62","67","1","1","1","68","88","1","1","NaturalTalent","49","98","64","62","77","68","80","32","42","30","75","45","39","100","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","100","4500000","0",NULL,NULL,NULL,NULL
"1940","63","Keith","Millard","27","4","78","260","DT","Detroit","Lions","85","86","56","1","60","44","72","3","1","1","65","71","1","1",NULL,"43","52","39","38","38","63","87","31","31","53","83","39","70","93","1","1","1","1","1","1","1","1","1","1","92","4","1","1","1","1","7000000","7000000","7000000","0","0","0"
"1941","81","Andre","Reed","25","4","74","190","WR","Buffalo","Bills","89","39","88","1","86","88","63","1","34","18","37","92","5","1","FanFavorite","25","66","40","14","34","38","84","50","46","56","92","33","59","95","1","1","1","93","1","1","1","1","1","1","1","1","1","1","1","1","5500000","5500000","5500000","5500000","5500000","5500000"
"1942","42","Greg","Bell","27","4","70","210","RB","Buffalo","Bills","87","67","78","14","85","73","63","23","29","39","33","82","1","1","AllPurposeRB","41","90","86","62","88","82","78","37","30","47","86","50","47","100","1","82","6","1","1","1","1","1","1","1","1","1","1","1","1","1","7406000","7406000","0","0","0",NULL
"1943","81","Eddie","Brown","27","4","72","185","WR","Indianapolis","Colts","89","50","78","2","86","85","70","1","21","36","24","86","1","1",NULL,"33","60","90","55","79","93","85","43","41","59","79","38","52","100","1","1","1","90","22","1","1","1","1","1","1","1","1","1","1","1","4200000","4200000",NULL,NULL,NULL,NULL
"1945","9","Jim","McMahon","30","4","73","195","QB","Virginia","Destroyers","87","43","64","91","69","11","78","84","1","1","16","90","1","1","MediaDarling","67","75","82","66","89","67","93","34","34","70","95","46","65","1","77","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9206600","9206600",NULL,NULL,NULL,NULL
"1946","22","Tony","Nathan","33","4","72","206","RB",NULL,NULL,"79","65","70","20","80","54","47","25","35","37","28","85","1","1","AllPurposeRB","37","54","57","32","61","30","97","41","31","33","87","42","70","69","1","89","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0",NULL
"1947","44","Herman","Heard","28","4","70","184","RB","Green Bay","Packers","82","69","68","13","83","63","49","10","36","29","25","73","1","1",NULL,"30","77","75","69","64","82","92","35","50","41","80","46","67","78","1","95","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3200000","3200000","0","0","0","0"
"1948","88","Pete","Holohan","30","4","76","237","TE",NULL,NULL,"84","65","68","1","76","76","55","1","51","46","31","64","1","1","BlockingTE","19","34","58","44","25","16","83","45","50","39","85","38","34","6","1","1","1","10","100","1","1","1","1","1","1","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL
"1949","73","Cody","Risien","32","4","79","269","T",NULL,NULL,"80","69","49","1","41","25","71","1","79","73","52","65","1","4",NULL,"16","97","94","33","89","92","92","33","34","30","89","49","63","9","1","1","1","1","1","19","88","18","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"1950","69","Dan","Fike","28","4","79","280","G","Seattle","Seahawks","88","86","52","1","52","10","64","1","87","78","44","70","1","1",NULL,"8","78","91","2","77","90","85","42","33","57","86","34","32","12","1","1","1","1","1","92","1","9","1","1","1","1","1","1","1","1","6080000","6080000","6080000","6080000",NULL,NULL
"1951","65","Bart","Oates","31","4","76","275","C","San Francisco","49ers","85","77","62","1","55","20","79","1","72","83","46","73","1","1",NULL,"89","43","68","93","69","69","74","43","42","34","80","49","60","46","1","1","1","1","1","7","1","94","1","1","1","1","1","1","1","1","3150000","3150000","3150000",NULL,NULL,NULL
"1952","63","Raleigh","McKenzie","26","4","74","290","C","Atlanta","Falcons","82","70","40","1","62","14","71","1","75","78","41","56","1","1",NULL,"60","68","45","59","36","57","76","39","42","55","98","31","60","3","1","1","1","1","1","1","10","95","1","1","1","1","1","1","1","1","3000000","3000000","0","0","0","0"
"1953","79","Ray","Childress","27","4","78","272","DE","Kansas City","Chiefs","94","91","72","6","71","48","56","1","1","1","73","70","1","2",NULL,"87","84","92","98","82","84","73","33","50","59","91","36","45","96","1","1","1","1","1","1","1","1","1","1","7","85","21","1","1","1","7000000","7000000",NULL,NULL,NULL,NULL
"1954","63","Sean","Jones","27","4","79","270","DE","London","Monarchs","90","84","77","2","82","38","64","1","1","1","53","84","1","1","RoleModel","45","48","52","41","59","33","91","35","33","33","95","33","39","91","1","1","1","1","1","1","1","1","1","1","3","94","15","1","1","1","14800000","15000000","0","0","0","0"
"1956","29","Hanford","Dixon","31","4","71","186","CB","Seattle","Seahawks","91","57","81","1","88","59","67","1","1","1","47","80","1","5",NULL,"63","65","92","36","63","61","73","41","31","36","80","47","58","88","1","1","1","1","1","1","1","1","1","1","1","1","1","98","17","13","9450000","9450000","9450000","9450000","9450000","9450000"
"1957","39","Carl","Lee","28","4","71","185","CB","London","Monarchs","95","60","82","1","93","68","67","1","1","1","48","82","1","1",NULL,"79","77","63","89","70","86","88","46","40","64","89","39","49","39","1","1","1","1","1","1","1","1","1","1","1","1","1","80","13","33","4310000","4310000",NULL,NULL,NULL,NULL
"1959","81","Anthony","Carter","29","4","71","168","WR","San Francisco","49ers","92","46","87","1","92","94","55","1","42","14","38","86","1","1",NULL,"32","34","41","40","32","38","85","49","33","41","75","39","61","74","1","1","1","76","1","1","1","1","1","1","1","1","1","1","1","1","8165700","8165700",NULL,NULL,NULL,NULL
"1960","24","Everson","Walls","30","4","73","194","CB","Indianapolis","Colts","91","45","92","1","77","67","53","1","1","1","61","93","1","1","PressCorner","50","91","99","52","91","81","100","36","39","52","81","43","59","55","1","1","1","1","1","1","1","1","1","1","1","1","1","77","17","21","5270000","0",NULL,NULL,NULL,NULL
"1961","23","Sammy","Winder","30","4","71","203","RB","San Francisco","49ers","82","66","78","30","82","70","61","9","19","30","39","75","1","1",NULL,"66","50","41","36","32","38","72","39","48","46","83","37","59","70","1","65","42","1","1","1","1","1","1","1","1","1","1","1","1","1","3500000","2500000","0","0","0","0"
"1962","25","Stump","Mitchell","30","4","69","188","RB","Virginia","Destroyers","84","75","73","11","83","70","47","22","21","21","40","85","1","1",NULL,"32","69","93","46","98","78","88","40","41","46","96","45","58","1","1","85","15","1","1","1","1","1","1","1","1","1","1","1","1","1","2500000","2000000","0","0","0",NULL
"1964","3","Bobby","Hebert","29","4","76","215","QB","Oakland","Raiders","88","59","62","85","63","14","85","87","5","1","33","88","1","1",NULL,"95","59","35","99","36","40","70","30","40","62","90","50","68","34","86","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7000000","0","0","0","0","0"
"1965","28","Eddie Lee","Ivery","32","4","72","210","RB",NULL,NULL,"68","52","57","19","70","59","50","17","29","14","28","71","1","1",NULL,"7","55","60","22","40","27","71","37","45","46","88","39","34","22","1","68","19","1","1","1","1","1","1","1","1","1","1","1","1","1","250000","0","0","0","0","0"
"1966","85","Cris","Collinsworth","30","4","77","192","WR","Cincinnati","Bengals","83","50","80","1","71","87","62","3","36","15","28","87","1","4","Diva","40","57","36","38","13","4","88","31","37","56","73","39","45","99","1","1","1","100","14","1","1","1","1","1","1","1","1","1","1","1","3965000","0",NULL,NULL,NULL,NULL
"1968","86","Mickey","Shuler","33","4","75","232","TE",NULL,NULL,"79","48","59","1","70","82","68","1","45","39","47","69","1","1",NULL,"16","57","54","1","6","33","71","32","40","58","94","36","69","11","1","1","1","9","100","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"1969","77","Keith","Dorney","32","4","77","268","T","Cincinnati","Bengals","79","83","46","1","55","13","59","1","63","73","46","55","1","1",NULL,"4","91","65","38","65","97","88","48","30","44","83","43","56","100","1","1","1","1","1","15","100","18","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"1973","75","Rulon","Jones","31","4","78","260","DE","Chicago","Bears","87","72","73","1","66","40","52","1","2","1","73","70","3","4",NULL,"45","61","33","38","34","34","83","42","30","55","85","36","52","7","1","1","1","1","1","1","1","1","1","1","61","71","24","1","1","1","3792240","0",NULL,NULL,NULL,NULL
"1974","77","Jeff","Bryant","29","4","77","276","DE","Baltimore","Ravens","89","83","74","1","61","40","52","1","1","1","73","58","1","1",NULL,"34","60","94","37","78","73","83","37","49","54","88","44","43","21","1","1","1","1","1","1","1","1","1","1","2","98","1","1","1","1","2500000","2500000","2500000",NULL,NULL,NULL
"1975","49","Dwayne","Woodruff","32","4","71","198","CB","Baltimore","Ravens","88","31","85","1","79","69","59","1","1","1","49","75","1","1",NULL,"33","31","55","36","45","53","87","49","43","66","77","32","52","9","1","1","1","1","1","1","1","1","1","1","1","1","1","96","20","6","2362500","2362500","2362500",NULL,NULL,NULL
"1976","31","Kenny","Easley","30","4","75","206","SS","Chicago","Cardinals","81","55","88","1","75","61","55","1","5","1","71","88","1","1","Athelete","79","37","37","91","47","62","95","35","43","44","96","36","55","57","1","1","1","1","1","1","1","1","1","1","1","1","28","1","80","21","4750000","0",NULL,NULL,NULL,NULL
"1977","10","Al","Del Greco","27","4","70","200","K","Baltimore","Ravens","81","35","46","8","40","22","74","1","1","1","23","96","92","71","ClutchKicker","39","72","82","55","93","77","79","49","45","35","84","37","33","1","1","1","1","1","1","1","1","1","1","95","1","1","1","1","1","1","1600000","0",NULL,NULL,NULL,NULL
"1980","46","Todd","Christensen","33","4","75","230","TE","Baltimore","Ravens","83","60","75","5","66","82","58","3","51","33","42","75","1","1","ReceivingTE","24","74","69","21","83","57","93","47","44","40","93","34","54","8","1","1","1","23","97","1","1","1","1","1","1","1","1","1","1","1","4710000","4710000",NULL,NULL,NULL,NULL
"1981","50","Duane","Bickett","27","4","77","251","LB","Detroit","Lions","89","72","71","1","86","57","61","1","1","1","76","82","1","1",NULL,"36","81","98","52","65","78","72","48","37","66","75","37","38","82","1","1","1","1","1","1","1","1","1","1","1","7","98","1","1","1","3325000","3325000","3325000","3325000",NULL,NULL
"1982","20","Deron","Cherry","30","4","71","197","FS","Green Bay","Packers","86","56","83","1","76","62","63","1","2","1","75","85","5","1","Centerfielder","63","56","68","79","46","29","93","43","45","54","88","37","39","69","1","1","1","1","1","1","1","1","1","1","1","1","1","5","15","76","4000000","4000000",NULL,NULL,NULL,NULL
"1983","83","Mark","Clayton","28","4","69","177","WR","Indianapolis","Colts","88","52","93","1","83","82","61","1","22","11","41","91","1","1",NULL,"62","68","80","48","72","90","82","39","48","32","70","50","65","39","1","1","1","81","1","1","1","1","1","1","1","1","1","1","1","1","5500000","0","0","0","0","0"
"1984","47","LeRoy","Irvin","32","4","71","184","CB","Chicago","Bears","86","52","86","4","74","51","49","1","4","1","66","81","1","1","ZoneCorner","69","62","52","100","56","56","70","31","40","46","86","48","32","7","1","1","1","1","1","1","1","1","1","1","1","1","1","76","16","7","4492300","0",NULL,NULL,NULL,NULL
"1985","32","Dave","Waymer","31","4","73","195","CB","Chicago","Cardinals","93","62","76","1","80","57","61","1","1","1","73","94","1","1","ZoneCorner","32","60","78","13","76","73","97","47","48","61","81","41","54","76","1","1","1","1","1","1","1","1","1","1","1","1","1","88","14","26","8187400","0","0","0","0",NULL
"1986","49","Tony","Paige","27","4","70","225","FB","Oakland","Raiders","89","79","63","1","78","76","59","1","50","45","23","80","1","1","AthBlocker","43","95","72","59","96","78","86","34","50","57","74","43","53","18","1","7","90","1","1","1","1","1","1","1","1","1","1","1","1","1","3920000","3920000",NULL,NULL,NULL,NULL
"1988","86","Mike","Quick","30","4","74","190","WR","Atlanta","Falcons","91","60","85","1","92","82","65","1","26","12","27","88","1","1","DeepThreat","52","54","32","67","42","56","97","33","31","51","96","30","42","87","1","1","1","75","7","1","1","1","1","1","1","1","1","1","1","1","6300000","0",NULL,NULL,NULL,NULL
"1989","4","Ken","O'Brien","29","4","76","210","QB","Seattle","Seahawks","84","63","67","79","63","26","82","80","1","4","24","85","1","1",NULL,"33","43","46","65","54","36","73","47","31","30","71","30","65","1","79","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2950000","0","0","0","0","0"
"1992","24","Mossy","Cade","28","4","73","197","SS","Seattle","Seahawks","79","59","76","1","81","56","43","1","1","1","65","79","1","1","OFRedFlags","45","87","97","70","92","77","70","30","42","40","88","35","64","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","93","1","3998400","3998400",NULL,NULL,NULL,NULL
"1995","33","Tony","Collins","30","4","71","208","RB","Chicago","Bears","82","72","81","28","78","65","54","10","31","40","33","71","1","1",NULL,"42","100","86","17","66","98","79","37","50","61","80","44","59","20","1","70","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2250000","0","0","0","0","0"
"1997","46","Steve","Sewell","26","4","75","210","RB","Tampa Bay","Buccaneers","81","62","89","19","77","61","46","11","20","29","25","73","1","1",NULL,"69","67","75","87","88","100","73","41","30","33","85","36","46","1","1","88","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2250000","0","0","0","0",NULL
"1998","86","Wes","Chandler","33","4","72","196","WR","Virginia","Destroyers","84","35","92","1","77","78","74","5","27","27","40","72","1","1",NULL,"82","34","60","69","58","50","89","46","43","62","95","49","39","1","1","1","1","81","27","1","1","1","1","1","1","1","1","1","1","1","1300000","0","0","0","0",NULL
"2003","63","Karl","Baldischwiler","33","4","77","265","T",NULL,NULL,"76","72","42","1","40","22","64","1","72","73","50","56","1","1",NULL,"30","45","39","55","59","29","88","42","41","67","92","44","36","59","1","1","1","1","1","31","77","33","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2004","61","Lance","Smith","26","4","75","283","T","Seattle","Seahawks","84","89","64","1","56","8","70","1","73","71","34","72","1","1",NULL,"31","83","98","66","79","84","98","44","45","30","86","45","56","1","1","1","1","1","1","1","98","1","1","1","1","1","1","1","1","1","5400000","5400000","5400000","5400000","5400000",NULL
"2005","60","Dan","Alexander","34","4","76","260","G",NULL,NULL,"69","71","32","1","35","16","49","1","59","72","40","50","1","1",NULL,"93","90","99","87","72","100","76","48","32","30","92","40","60","92","1","1","1","1","1","96","1","21","1","1","1","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL
